Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,Financials: Price Earnings Ratio Before Offering Percent,Financials: Price/Book Value Before Offer,Financials: Price/Book Value After Offer,Financials: EBITDA Before Offering Host Currency,New Issues Date Company Founded
154084779821,154084779821,2134067,UKC,BM,BM,2006-06-01,PROACTIS Holdings PLC,4295897339,IPO,Live,United Kingdom,2006-06-01,,3.99999975,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Teather & Greenwood Ltd,UK Common Stock,0.43,-999.0,0.801,0.867,,GB00B13GSS58,,,,,1/1/1996 12:00:00 AM
154084779923,154084779923,2098887,EC,BM,BM,2006-05-19,Mariana Resources Ltd,4295899088,IPO,Live,Guernsey,,,3.63,London AIM|PLUS|Toronto Stock Exchange,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Basic Materials,Haywood Securities Ltd.,Euro & Foreign Common Stock,0.2,-999.0,3.758,0.404,,GB00B12GJ720,,,,,1/31/2006 12:00:00 AM
154084779974,154084779974,2073519,EC,JB|JB,JB|JB,2005-09-20,SQS Software Quality Systems AG,4295868686,IPO,Live,Germany,,,10.7787,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Evolution Securities Ltd|Sal Oppenheim Jr & Cie KGaA,Euro & Foreign Common Stock,1.9,-999.0,3.416,,,DE0005493514,14.741,27.024,2.499,7.6,1/1/1982 12:00:00 AM
154084780150,154084780150,2097186,UKC,BM,BM,2006-03-06,KimCor Diamonds PLC,4295896667,IPO,Live,United Kingdom,2006-03-06,,3.348,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Westhouse Securities LLP,UK Common Stock,0.15,-999.0,0.262,0.298,,GB00B0TNHV95,,,,,
154084780218,154084780218,1540747,UKC,BM,BM,2002-05-27,Ultimate Finance Group PLC,4295896323,IPO,Live,United Kingdom,,,1.81999968,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Financials,WH Ireland Ltd,UK Common Stock,0.24,-999.0,0.349,,,GB0031685414,,,,,1/1/2002 12:00:00 AM
154084780511,154084780511,1541052,UKC,BM|CM,BM|CM,2002-05-28,Bullion Resources Plc,4295896312,IPO,Live,United Kingdom,,,5.0,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Energy,Not Available,UK Common Stock,0.4,-999.0,11.654,,,GB0031698789,,,,,
154084782614,154084782614,1512306,UKC,BM,BM,2002-05-13,Southern African Resources PLC,4295896321,IPO,Live,United Kingdom,,,0.525,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Basic Materials,Seymour Pierce Group PLC,UK Common Stock,0.01,-999.0,0.014,,,GB0031664823,,,,,
154084783784,154084783784,1540055,UKC,BM,BM,2002-06-06,Cobra BioManufacturing PLC,4295896336,IPO,Live,United Kingdom,,,7.0,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Healthcare,Collins Stewart Ltd,UK Common Stock,1.0,-999.0,1.38,,,GB0031704835,-3.128,-60.955,2.521,-6.2,
154084784369,154084784369,1515342,UKC,BM,BM,1993-04-29,Regent Inns PLC,4295895935,IPO,Live,United Kingdom,,,2.58220305,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Greig Middleton Holdings,UK Common Stock,1.35,-999.0,,,,,72.536,,,3.3,12/1/1986 12:00:00 AM
154084785098,154084785098,1948326,EC,BM,BM,2004-11-03,Principle Capital Holdings SA,4295883018,IPO,Live,Switzerland,,,12.5,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Financials,Numis Securities Ltd,Euro & Foreign Common Stock,2.0,-999.0,3.696,,,LU0203938583,,,,,
154084785115,154084785115,1963220,UKC,BM,BM,2004-11-29,Premier Research Group PLC,4295894225,IPO,Live,United Kingdom,,,8.0,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Healthcare,Evolution Beeson Gregory Ltd,UK Common Stock,0.4,-999.0,0.747,,,GB00B03XM769,-4.597,-174.91,2.832,-5.7,1/1/1998 12:00:00 AM
154084785523,154084785523,1988389,UKC,BM,BM,2005-02-01,Voller Energy Group plc,4295894244,IPO,Live,United Kingdom,,,9.99999962,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Utilities,Arden Partners Ltd,UK Common Stock,0.74,-999.0,1.392,1.459,,GB00B05KZ102,-121.128,1230.005,2.095,-0.3,1/1/2002 12:00:00 AM
154084785559,154084785559,2003946,UKC,BM,BM,2005-03-11,Brooks Macdonald Group PLC,4295894321,IPO,Live,United Kingdom,,,1.75,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Collins Stewart Ltd,UK Common Stock,1.4,-999.0,2.69,2.97,,GB00B067N833,42.046,,,0.9,1/1/1991 12:00:00 AM
154084785579,154084785579,1912432,EC,BM,BM,2004-10-08,Falkland Oil & Gas Plc,4295898971,IPO,Live,United Kingdom,2004-09-30,,12.0,London AIM,Ordinary Or Common Shares,Placement,na,Energy,KBC Peel Hunt Ltd,Euro & Foreign Common Stock,0.4,-999.0,0.717,,,FK00B030JM18,,,,,5/1/2004 12:00:00 AM
154084785644,154084785644,1951385,UKC,BM,BM,2004-10-28,Empresaria Group PLC,4295894159,IPO,Live,United Kingdom,2004-10-28,,3.10000005,London AIM,Ordinary Shares,Placement,na,Industrials,Robert W Baird Limited,UK Common Stock,0.63,-999.0,1.152,,,GB00B0358N07,87.317,,1.992,2.4,6/1/1996 12:00:00 AM
154084785645,154084785645,1951440,EC,BM,BM,2004-11-08,ClearStream Technologies Group Plc,4295874953,IPO,Live,Ireland,2004-11-09,,4.898,London AIM,Ordinary Shares,Offer for Sale|Offer for Subscription,na,Healthcare,Rowan Dartington & Co Ltd,Euro & Foreign Common Stock,0.79,-999.0,0.183,,,IE00B03QHM52,-5.935,,7.547,-3.1,
154084785665,154084785665,1962681,UKC,BM,BM,2004-12-07,Bowleven PLC,4295894901,IPO,Live,United Kingdom,,,17.061,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Energy,Noble & Co Ltd,UK Common Stock,3.63,-999.0,369.954,7.394,,GB00B04PYL99,-30.575,,2.546,-1.1,
154084785768,154084785768,1868010,CNC,BM|CM|CM|CM|CM|CM|CM|CM|CM,BM|CM|CM|CM|CM|CM|CM|CM|CM,2004-05-18,Creststreet 2004 LP,4297221700,IPO,Live,Canada,,,46.17695,London AIM,Units,Best Efforts,6.75000,Financials,Scotia Capital Inc|BMO Nesbitt Burns Inc|Dundee Securities Corporation|GMP Securities Ltd|TD Securities Inc|Tristone Capital Advisors Inc|HSBC Securities (Canada) Inc|Peters & Co Ltd|RBC Capital Markets,Canadian Common Stock,10.0,6.75,,,,,,,,,
154084785813,154084785813,1998377,EC,BM,BM,2005-03-09,Frontera Resources Corp,4295902547,IPO,Live,United States,2005-03-09,,46.0278225,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Morgan Stanley International Ltd,Euro & Foreign Common Stock,1.5,-999.0,2.894,2.979,,USU3144D1091,-3.079,,,-3.1,1/1/1996 12:00:00 AM
154084785842,154084785842,1916787,EC,BM,BM,2004-09-14,China Wonder Ltd,4295897847,IPO,Live,China (Mainland),2004-09-14,,0.12,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Rowan Dartington & Co Ltd,Euro & Foreign Common Stock,0.24,-999.0,0.43,,,GB00B030LW50,,3.56,3.599,0.5,
154084786027,154084786027,1983812,UKC,BM,BM,2005-02-08,Zenith Hygiene Group PLC,4295899069,IPO,Live,United Kingdom,2005-02-01,,4.5,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Non-Cyclicals,Oriel Securities Limited,UK Common Stock,1.0,-999.0,1.872,2.313,,GB00B05MLF29,,,,,1/1/1996 12:00:00 AM
154084786119,154084786119,1949153,UKC,BM,BM,2004-11-05,Mavinwood PLC,4295897895,IPO,Live,United Kingdom,2004-11-01,,2.1,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Industrials,Seymour Pierce Ltd,UK Common Stock,0.1,-999.0,9.284,0.223,,GB00B03JF317,,,,,
154084786120,154084786120,1949157,UKC,BM,BM,2000-05-02,Big Yellow Group PLC,4295897525,IPO,Live,United Kingdom,,,45.05703,London AIM,Ordinary Or Common Shares,Placement,2.50000,Real Estate,Cazenove & Co,UK Common Stock,1.0,2.5,1.538,,,GB0002869419,-44.551,433.677,3.02,-1.5,
154084786156,154084786156,1950400,UKC,BM,BM,2004-11-03,Emerging UK Investments plc,4295894896,IPO,Live,United Kingdom,2004-11-03,,0.179999985,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Beaumont Cornish,UK Common Stock,0.165,-999.0,0.304,,,GB00B03KMJ93,,,,0.0,
154084786421,154084786421,1946370,UKC,BM,BM,2004-10-25,ADDleisure PLC,4295894278,IPO,Live,United Kingdom,2004-10-11,,1.5,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Seymour Pierce Ltd,UK Common Stock,0.05,-999.0,0.65,0.116,,GB00B031HV98,-0.143,,,0.0,1/1/2004 12:00:00 AM
154084786423,154084786423,1946378,UKC,BM,BM,2004-10-25,Hill Station PLC,4295894306,IPO,Live,United Kingdom,,,1.4,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Consumer Non-Cyclicals,JM Finn & Co,UK Common Stock,0.08,-999.0,0.147,0.171,,GB00B0335224,,,,,7/23/2004 12:00:00 AM
154084786470,154084786470,1979070,UKC,BM,BM,2004-12-24,Rheochem PLC,4295893843,IPO,Live,United Kingdom,,,4.7,Australia|London AIM,Ordinary Or Common Shares,Placement,na,Energy,Williams de Broe PLC,UK Common Stock,0.16,-999.0,0.306,,,GB00B02YHV99,48.668,,2.313,1.1,1/1/1988 12:00:00 AM
154084786512,154084786512,2010873,UKC,BM,BM,2004-12-03,Maintel Holdings PLC,4295894370,IPO,Live,United Kingdom,,,4.699683323,London AIM,Ordinary Shares,Offer for Sale,na,Technology,KBC Peel Hunt Ltd,UK Common Stock,0.988,-999.0,1.9,,,GB00B046YG73,,,,,1/1/1991 12:00:00 AM
154084786513,154084786513,2010905,UKC,JB|JB,JB|JB,2005-04-21,Trading Emissions PLC,4295897868,IPO,Live,United Kingdom,,,135.0,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Numis Securities Ltd|Cenkos Securities PLC,UK Common Stock,1.0,-999.0,0.004,1.966,,GB00B073G363,,,,,3/5/2005 12:00:00 AM
154084786574,154084786574,1988712,UKC,BM,BM,2005-02-16,La Tasca Group PLC,4295899056,IPO,Live,United Kingdom,2005-02-01,,18.9999997,London AIM,Ordinary Shares,Offer for Sale|Offer for Subscription,na,Consumer Cyclicals,Altium Capital Limited,UK Common Stock,1.1,-999.0,2.076,2.53,,GB00B05JYJ82,86.533,,,12.3,
154084786660,154084786660,1908401,UKC,BM,BM,2004-08-05,Homebuy Group PLC,4295897798,IPO,Live,United Kingdom,2004-08-05,,3.5,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Noble & Co Ltd,UK Common Stock,0.8,-999.0,1.458,,,,40.962,,0.858,6.8,1/1/2003 12:00:00 AM
154084786701,154084786701,1949785,UKC,BM,BM,2004-11-03,Cello Group PLC,4295894721,IPO,Live,United Kingdom,2004-10-25,,15.0,London AIM,Ordinary Shares,Placement,na,Consumer Cyclicals,Durlacher & Co,UK Common Stock,1.0,-999.0,1.848,,,GB00B0310763,,,,,5/1/2004 12:00:00 AM
154084786714,154084786714,1954798,UKC,BM,BM,2004-11-23,Van Dieman Mines PLC,4295894710,IPO,Live,Australia,,,3.3198,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Basic Materials,Ambrian Partners Ltd,UK Common Stock,0.3,-999.0,0.56,0.701,,GB00B03HFG82,,,,,
154084786766,154084786766,1976050,UKC,BM,BM,2004-12-15,Egdon Resources PLC,4295897794,IPO,Live,United Kingdom,,,4.5,London AIM,Ordinary Shares,Placement,na,Energy,Seymour Pierce Ltd,UK Common Stock,0.3,-999.0,0.036,,,GB0009271213,-68.015,,3.04,-0.4,1/1/1997 12:00:00 AM
154084786780,154084786780,1960984,UKC,BM,BM,2004-12-01,Glen Group PLC,4295899159,IPO,Live,United Kingdom,,,0.75,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Technology,Seymour Pierce Ellis Ltd,UK Common Stock,0.03,-999.0,5.267,0.09,,GB00B04C8N02,-0.08,,,-0.4,
154084786954,154084786954,1960056,EC,BM,BM,2004-12-03,Equator Exploration Ltd,4295897349,IPO,Live,United Kingdom,2004-11-23,,60.0,London AIM,Ordinary Shares,Placement,na,Energy,ODL Securities Limited,Euro & Foreign Common Stock,1.0,-999.0,1.923,,,VGG3084F1282,-326.0,72.729,1.586,-0.7,
154084787008,154084787008,1962871,UKC,BM,BM,2004-11-19,Augean PLC,4295894201,IPO,Live,United Kingdom,,,86.1400008,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Industrials,Numis Securities Ltd,UK Common Stock,1.8,-999.0,3.34,3.916,2.25,GB00B02H2F76,,49.728,1.185,0.0,8/1/2004 12:00:00 AM
154084787203,154084787203,1955709,UKC,BM,BM,2004-11-12,IDMoS PLC,4295897852,IPO,Live,United Kingdom,2004-11-05,,4.99999905,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Healthcare,Code Securities Ltd,UK Common Stock,1.35,-999.0,2.498,,,,-41.789,,14.213,-0.9,
154084787240,154084787240,1957168,UKC,BM,BM,2004-11-15,Grand Banner plc,,IPO,Live,United Kingdom,,,0.3,London AIM,Ordinary Shares,Placement,na,Healthcare,Westhouse Securities LLP,UK Common Stock,0.048,-999.0,,,,,,,,,
154084787252,154084787252,1947198,UKC,BM,BM,2004-10-25,Clerkenwell Ventures Plc,4295897808,IPO,Live,United Kingdom,2004-10-22,,3.90000002,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Seymour Pierce Ltd,UK Common Stock,0.07,-999.0,0.599,,,GB00B03B0Z42,,,,,
154084787281,154084787281,1975352,UKC,BM,BM,2004-12-16,Anker PLC,4295898922,IPO,Live,United Kingdom,,,31.5,London AIM,Ordinary Or Common Shares,Accelerated Bookbuilt,na,Technology,Collins Stewart Ltd,UK Common Stock,1.5,-999.0,2.896,,,GB00B04DD164,-5.747,-116.124,0.98,-11.7,9/15/1999 12:00:00 AM
154084787300,154084787300,1973518,UKC,BM,BM,2004-12-13,Pure Wafer PLC,4295894432,IPO,Live,United Kingdom,,,6.9999997,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Technology,Numis Securities Ltd,UK Common Stock,1.45,-999.0,21.236,,,,,,,,8/1/2000 12:00:00 AM
154084787492,154084787492,1946503,UKC,BM,BM,2004-10-20,Synairgen PLC,4295896457,IPO,Live,United Kingdom,,,10.5200004,London AIM,Ordinary Shares,Placement,na,Healthcare,Robert W Baird Limited,UK Common Stock,1.3,-999.0,2.348,,,,-184.539,,3.235,-0.3,
154084787548,154084787548,1963581,UKC,BM,BM,2004-12-03,Falkland Gold & Minerals Ltd,5034751468,IPO,Live,United Kingdom,,,10.0,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Basic Materials,WH Ireland Ltd,UK Common Stock,0.4,-999.0,6.952,,,FK0020041496,-334.504,,3.66,-0.2,
154084787549,154084787549,1963581,UKC,BM,BM,2004-12-03,Falkland Gold & Minerals Ltd,5034751468,IPO,Live,United Kingdom,,,10.0,London AIM,Ordinary Shares,Offer for Subscription,na,Basic Materials,WH Ireland Ltd,UK Common Stock,0.4,-999.0,6.952,,,FK0020041496,-334.504,,3.66,-0.2,
154084787687,154084787687,2007954,UKC,BM,BM,2005-03-24,Vindon Healthcare PLC,4295894227,IPO,Live,United Kingdom,,,0.3,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Industrials,WH Ireland Ltd,UK Common Stock,0.1,-999.0,0.186,,,GB00B06N4S86,13.642,,,1.7,
154084787689,154084787689,2007985,EC,BM|JL,BM|JL,2005-05-09,Eastern Mediterranean Resources Public Ltd,4297264598,IPO,Live,Cyprus,,,2.2524444,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Hichens Harrison|VSA Resources Ltd,Euro & Foreign Common Stock,0.08,-999.0,4.525,0.163,,CY0000100319,,,,,
154084787744,154084787744,1946576,UKC,BM,BM,2004-10-25,Blue Star Capital Plc,4295897825,IPO,Live,United Kingdom,2004-10-12,,5.5,London AIM,Ordinary Shares,Placement,na,Financials,Durlacher & Co,UK Common Stock,0.1,-999.0,0.184,,,GB00B02SSZ25,,,,,1/1/2004 12:00:00 AM
154084787749,154084787749,1946615,UKC,BM,BM,2004-11-04,International Medical Devices PLC,4295893829,IPO,Live,United Kingdom,2004-10-12,,0.3,London AIM,Ordinary Shares,Placement,na,Healthcare,Rowan Dartington & Co Ltd,UK Common Stock,0.05,-999.0,0.092,,,GB00B035PZ17,,,,,
154084787817,154084787817,1976076,UKC,BM,BM,2004-12-21,SpaceandPeople PLC,4295894727,IPO,Live,United Kingdom,2004-12-21,,0.1,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Keith Bayley Rogers,UK Common Stock,0.5,-999.0,9.638,,,GB00B058DS79,3.055,,12.208,0.4,
154084787820,154084787820,1976106,UKC,BM,BM,2005-01-07,Medoil Plc,4295893820,IPO,Live,United Kingdom,,,1.2,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Beaumont Cornish,UK Common Stock,0.075,-999.0,0.141,0.226,,GB00B04M7K05,,,,,
154084787832,154084787832,1981987,UKC,BM,BM,2005-02-04,Crystalband Plc,4295899050,IPO,Live,United Kingdom,,,0.46000008,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Financials,WH Ireland Ltd,UK Common Stock,0.12,-999.0,0.224,0.281,,GB00B05R5L10,,,,,
154084788044,154084788044,1957858,UKC,BM,BM,2004-11-29,Healthstar Group plc,4295894256,IPO,Live,United Kingdom,2004-11-17,,2.25,London AIM,Ordinary Shares,Placement,na,Healthcare,Marshall Securities Ltd,UK Common Stock,0.5,-999.0,0.934,,,GB00B0394569,,,,,
154084788080,154084788080,1963095,UKC,BM,BM,2004-12-02,Staffline Group PLC,4295896702,IPO,Live,United Kingdom,,,7.3534504,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Oriel Securities Limited,UK Common Stock,0.8,-999.0,1.296,,,GB00B040L800,-42.742,,1.015,2.9,1/1/1986 12:00:00 AM
154084788181,154084788181,2043892,EC,BM,BM,2005-09-01,Karelian Diamond Resources plc,4295874825,IPO,Live,Ireland,,,0.5,London AIM|Irish Stk,Ordinary Shares,Offer for Sale,na,Basic Materials,John East & Partners Ltd,Euro & Foreign Common Stock,0.05,-999.0,2.292,0.121,,IE00B01ZSK94,-1.349,,1.168,-0.1,
154084788211,154084788211,2009589,EC,BM,BM,2005-05-26,Global Oceanic Carriers Ltd,4295894863,IPO,Live,Jersey,,,22.4733726,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Collins Stewart Ltd,Euro & Foreign Common Stock,1.4,-999.0,2.547,2.548,,GB00B079WL45,,,,,
154084788333,154084788333,1963199,UKC,BM,BM,2004-12-06,AEC Education PLC,4295897581,IPO,Live,Singapore,2004-12-08,,0.75014748,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Academic & Educational Services,Hichens Harrison,UK Common Stock,0.41,-999.0,0.158,,,GB00B04XB679,0.124,,3.179,1.1,1/1/1988 12:00:00 AM
154084788334,154084788334,1963210,UKC,BM,BM,2004-12-08,DAT Group PLC,4295896682,IPO,Live,United Kingdom,2004-12-08,,7.9999998,London AIM,Ordinary Shares,Placement,na,Technology,Durlacher & Co,UK Common Stock,1.3,-999.0,2.529,,,GB00B041XY36,-1.157,,4.802,-2.4,
154084788507,154084788507,1995754,UKC,BM,BM,2005-03-02,Sarantel Group PLC,4295894335,IPO,Live,United Kingdom,2005-02-28,,18.0000004,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Arbuthnot Securities Ltd,UK Common Stock,0.82,-999.0,1.575,2.18,,GB00B065J785,,,,,3/30/2000 12:00:00 AM
154084788508,154084788508,1995762,UKC,BM,BM,2005-03-02,Azman plc,4295894448,IPO,Live,United Kingdom,,,0.4,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Technology,Falcon Finance Ltd,UK Common Stock,0.02,-999.0,3.725,0.067,,GB00B069TP89,,,,,
154084788509,154084788509,1995787,UKC,BM,BM,2005-02-24,Gordian Investments PLC,5044201623,IPO,Live,United Kingdom,2005-03-01,,1.535,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Teather & Greenwood Ltd,UK Common Stock,0.05,-999.0,,,,GB00B067NJ44,,,,,
154084788530,154084788530,1955954,UKC,BM,BM,2004-11-29,Berkeley Scott Group PLC,4295899118,IPO,Live,United Kingdom,2004-11-12,,3.49999944,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Evolution Beeson Gregory Ltd,UK Common Stock,0.735,-999.0,1.373,,,GB00B03W5P29,-53.446,,2.815,1.5,12/31/1984 12:00:00 AM
154084788534,154084788534,1956026,EC,BM,BM,2004-11-23,SovGEM Ltd,,IPO,Live,Jersey,2004-11-08,,3.1625,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Teather & Greenwood Ltd,Euro & Foreign Common Stock,0.5,-999.0,4.672,,,GB00B03XLZ73,,,,,
154084788567,154084788567,1947566,UKC,BM,BM,2004-10-29,Caspian Holdings PLC,4295897816,IPO,Live,United Kingdom,2004-11-02,,3.99999992,London AIM,Ordinary Shares,Placement,na,Basic Materials,Hoodless Brennan & Partners,UK Common Stock,0.23,-999.0,42.274,,,GB00B0358H47,,,,,
154084788592,154084788592,1975690,EC,BM,BM,2004-12-23,121Media Inc,4295911075,IPO,Live,United States,2004-12-20,,2.1924511,London AIM,Ordinary Shares,Placement,na,Consumer Cyclicals,John East & Partners Ltd,Euro & Foreign Common Stock,2.45,-999.0,4.694,,,,,,,,
154084788593,154084788593,1975711,UKC,BM,BM,2005-01-04,Bulgarian Property Developments PLC,4295897594,IPO,Live,United Kingdom,,,4.261764185,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Industrials,JM Finn & Co,UK Common Stock,0.805,-999.0,1.533,1.533,,GB00B058TT05,,,,,
154084788595,154084788595,1975727,UKC,BM,BM,2004-12-14,Physiomics PLC,4295896519,IPO,Live,United Kingdom,,,0.75,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,HB-Corporate,UK Common Stock,0.02,-999.0,3.854,,,GB00B04QT956,-0.217,,11.964,-0.4,
154084789094,154084789094,1946881,UKC,BM,BM,2004-11-04,SubSea Resources Plc,4295896642,IPO,Live,United Kingdom,2004-10-29,,11.0,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Industrials,Canaccord Capital (Europe) Ltd,UK Common Stock,0.2,-999.0,0.369,0.394,,GB00B03CKQ88,-92.415,338.053,1.757,-0.4,
154084789111,154084789111,1955244,UKC,BM,BM,2004-12-02,Kryso Resources PLC,4295893863,IPO,Live,United Kingdom,,,2.6,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Basic Materials,Hichens Harrison,UK Common Stock,0.1,-999.0,0.192,0.285,,GB00B03WBP45,-480.85,,1.06,0.0,
154084789112,154084789112,1955265,UKC,BM,BM,2004-11-25,Ceres Power Holdings PLC,4295899121,IPO,Live,United Kingdom,2004-11-10,,15.9999996,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Numis Securities Ltd,UK Common Stock,1.2,-999.0,22.349,2.448,,GB00B0351429,-5.28,,3.793,-3.0,5/1/2001 12:00:00 AM
154084789114,154084789114,1955290,UKC,BM,BM,2004-11-10,Creon Corp PLC,4295899117,IPO,Live,United Kingdom,,,3.0625,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Noble & Co Ltd,UK Common Stock,0.5,-999.0,31.398,,,GB00B02TDY97,,,,,
154084789314,154084789314,1803781,EC,BM,BM,2003-09-02,EPIC Reconstruction PLC,4298448641,IPO,Live,Isle of Man,2003-09-02,,30.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Numis Securities Ltd,Euro & Foreign Common Stock,1.0,-999.0,5.037,,,GB0033524850,,,,,
154084789333,154084789333,1812433,UKC,BM,BM,2003-10-09,Canisp PLC,4295896425,IPO,Live,United Kingdom,2003-09-25,,2.0625,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Basic Materials,Canaccord Capital (Europe) Ltd,UK Common Stock,0.275,-999.0,0.18,,,GB0033646281,,,,,
154084789506,154084789506,1781854,UKC,BM,BM,2003-07-02,CityBlock PLC,4295894295,IPO,Live,United Kingdom,,,0.105,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Real Estate,WH Ireland Ltd,UK Common Stock,0.48,-999.0,0.799,,,GB0033272237,,,,,
154084789657,154084789657,1683796,UKC,BM,BM,2003-02-05,HPD Exploration PLC,4295896635,IPO,Live,United Kingdom,2003-02-05,,1.68805476,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Seymour Pierce Group PLC,UK Common Stock,0.14,-999.0,22.296,,,GB0003049409,-0.772,0.701,0.977,-0.3,
154084789852,154084789852,1803306,UKC,BM,BM,2003-08-21,Incite Holdings Plc,4295895425,IPO,Live,United Kingdom,2003-08-21,,1.515,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Christows Group Ltd,UK Common Stock,0.25,-999.0,11.835,,,GB0033550863,,,,,
154084790377,154084790377,1797748,UKC,BM,BM,2003-08-13,QuikTrak Networks Plc,4295897412,IPO,Live,United Kingdom,2003-08-13,,0.69,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Phillip Securities Pte Ltd,UK Common Stock,0.345,-999.0,8.293,,,GB0031988057,,,,,
154084790388,154084790388,1801917,UKC,BM,BM,2003-08-21,Readybuy plc,4295896913,IPO,Live,United Kingdom,2003-08-21,,0.21849984,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,WH Ireland Ltd,UK Common Stock,0.48,-999.0,75.726,,,GB0033519546,-0.772,,7.412,-0.1,6/1/2003 12:00:00 AM
